IDS	rat.gene.name	rat.entrez.ID	rat.uniprot	mouse.gene.name	mouse.entrez.ID	mouse.uniprot	human.gene.name	human.entez.ID	human.uniprot	% Cov	Peptide (95%)
O94985	Clstn1	313717	Q6Q0N0	Clstn1	65945	Q9EPL2	CLSTN1	22883	O94985	5	2
Q8N766	Emc1	362643	D4A994	Emc1	230866	Q8C7X2	EMC1	23065	Q8N766	6	2
Q9UHJ6	Shpk	287479	Q3MID4	Shpk	74637	Q9D5J6	SHPK	23729	Q9UHJ6	6.9	2
P63096	Gnai1	25686	P10824	Gnai1	14677	B2RSH2	GNAI1	2770	P63096	19.2	5
O95721	Snap29	116500	Q9JI56	Snap29	67474	Q9ERB0	SNAP29	9342	O95721	29.8	2
Q9UQN3	Chmp2b	363720	F1M8B7	Chmp2b	68942	Q8BJF9	CHMP2B	25978	Q9UQN3	26.8	2
Q13586	Stim1	361618	P84903	Stim1	20866	P70302	STIM1	6786	Q13586	20.3	2
O76041	Nebl	307189	D4A164	Nebl	74103	Q9DC07	NEBL	10529	O76041	11.9	4
Q9NRA0	Sphk2	308589	Q6AYB2	Sphk2	56632	Q9JIA7	SPHK2	56848	Q9NRA0	4.1	2
O00232	Psmd12	287772	Q5XIC6	Psmd12	66997	Q9D8W5	PSMD12	5718	O00232	4.4	2
Q15067	Acox1	50681	P07872	Acox1	11430	Q9R0H0	ACOX1	51	Q15067	7.4	2
Q8N8S7	Enah	360891	Q5XHX3	Enah	13800	Q03173	ENAH	55740	Q8N8S7	13.9	2
P61221	Abce1	361390	D3ZD23	Abce1	24015	P61222	ABCE1	6059	P61221	11.5	2
P06132	Urod	29421	B0BN55	Urod	22275	P70697	UROD	7389	P06132	10.4	2
Q5FWE3	Prrt3	502873	D3ZWQ0	Prrt3	210673	Q6PE13	PRRT3	285368	Q5FWE3	5.2	2
Q7Z460	Clasp1	304740	NA	Clasp1	76707	Q80TV8	CLASP1	23332	Q7Z460	7.2	4
Q15223	Pvrl1	192183	F1LNP8	Pvrl1	58235	Q9JKF6	PVRL1	5818	Q15223	10.4	2
O95865	Ddah2	294239	Q6MG60	Ddah2	51793	Q99LD8	DDAH2	23564	O95865	28.8	3
P62805	NA	NA	NA	Hist1h4i	319158	NA	HIST1H4I	8294	P62805	49.5	2
P61077	Ube2d3	81920	P61078	Ube2d3	66105	P61079	UBE2D3	7323	P61077	14.3	2
Q8TCS8	Pnpt1	360992	G3V6G7	Pnpt1	71701	Q8K1R3	PNPT1	87178	Q8TCS8	11.9	2
Q9GZS3	Wdr61	363064	Q4V7A0	Wdr61	66317	Q9ERF3	WDR61	80349	Q9GZS3	20	2
Q6IAA8	Lamtor1	308869	Q6P791	Lamtor1	66508	Q9CQ22	LAMTOR1	55004	Q6IAA8	15.5	2
Q969X5	Ergic1	287177	NA	Ergic1	67458	Q9DC16	ERGIC1	57222	Q969X5	7.6	2
O60664	Plin3	316130	M0RA08	Plin3	66905	Q9DBG5	PLIN3	10226	O60664	6.9	2
Q9GZY8	Mff	301563	Q4KM98	Mff	75734	Q6PCP5	MFF	56947	Q9GZY8	12.3	2
O00743	Ppp6c	171121	Q64620	Ppp6c	67857	Q9CQR6	PPP6C	5537	O00743	8.2	2
Q9BS92	NA	NA	NA	NA	NA	NA	NIPSNAP3B	55335	Q9BS92	21.5	3
Q6KCM7	Slc25a25	246771	Q8K3P6	Slc25a25	227731	A2ASZ8	SLC25A25	114789	Q6KCM7	5.1	2
Q16720	Atp2b3	29599	Q64568	Atp2b3	320707	A2ALL9	ATP2B3	492	Q16720	16	12
P63027	Vamp2	24803	P63045	Vamp2	22318	P63044	VAMP2	6844	P63027	49.1	2
Q96A49	Syap1	302678	F7F350	Syap1	67043	Q9D5V6	SYAP1	94056	Q96A49	30.1	2
Q96AX1	Vps33a	65081	Q3KRF0	Vps33a	77573	Q9D2N9	VPS33A	65082	Q96AX1	13.4	2
Q7Z6Z7	Huwe1	501546	NA	Huwe1	59026	Q7TMY8	HUWE1	10075	Q7Z6Z7	4.9	4
Q92871	Pmm1	300089	Q5RK25	Pmm1	29858	O35621	PMM1	5372	Q92871	19.9	2
O95670	Atp6v1g2	368044	Q8R2H0	Atp6v1g2	66237	Q9WTT4	ATP6V1G2	534	O95670	44.1	2
P05204	Hmgn2	114637	Q4KLJ0	Hmgn2	15331	P09602	HMGN2	3151	P05204	51.1	2
P42785	Prcp	293118	D4AA31	Prcp	72461	Q7TMR0	PRCP	5547	P42785	7.7	1
P21333	Flna	293860	C0JPT7	Flna	192176	Q8BTM8	FLNA	2316	P21333	5.4	3
O43615	Timm44	29635	O35094	Timm44	21856	O35857	TIMM44	10469	O43615	7.3	2
Q5SQN1	Snap47	303183	Q6P6S0	Snap47	67826	Q8R570	SNAP47	116841	Q5SQN1	4.7	2
P48637	Gss	25458	P46413	Gss	14854	P51855	GSS	2937	P48637	11	2
O14980	Xpo1	85252	Q80U96	Xpo1	103573	Q6P5F9	XPO1	7514	O14980	4.9	2
O43865	Ahcyl1	362013	B5DFN2	Ahcyl1	229709	Q80SW1	AHCYL1	10768	O43865	25.1	8
P02649	Apoe	25728	P02650	Apoe	11816	P08226	APOE	348	P02649	21.1	2
P49773	Hint1-ps1	60580	NA	Hint1	15254	P70349	HINT1	3094	P49773	38.1	3
O94805	Actl6b	288563	P86173	Actl6b	83766	Q99MR0	ACTL6B	51412	O94805	10.3	2
P45983	Mapk8	116554	P49185	Mapk8	26419	Q91Y86	MAPK8	5599	P45983	19.9	6
Q13614	Mtmr2	315422	D3ZA31	Mtmr2	77116	Q9Z2D1	MTMR2	8898	Q13614	5.1	2
Q5JU85	Iqsec2	685244	A0A0G2JZX5	Iqsec2	245666	Q5DU25	IQSEC2	23096	Q5JU85	10.2	3
Q86UP2	Ktn1	361029	D4A4Z9	Ktn1	16709	Q61595	KTN1	3895	Q86UP2	11.6	1
Q9UG63	Abcf2	311959	A2VD14	Abcf2	27407	Q99LE6	ABCF2	10061	Q9UG63	14.9	1
P38159	Rbmx	302855	Q4V898	Rbmx	19655	Q9WV02	RBMX	27316	P38159	21.7	1
Q9H2X0	Chrd	117275	NA	Chrd	12667	Q9Z0E2	CHRD	8646	Q9H2X0	7.3	1
Q86T65	Daam2	316201	NA	Daam2	76441	Q80U19	DAAM2	23500	Q86T65	7.2	2
Q7Z2W4	Zc3hav1	252832	A2RRT6	Zc3hav1	78781	Q3UPF5	ZC3HAV1	56829	Q7Z2W4	8.8	1
Q93034	Cul5	64624	Q9JJ31	Cul5	75717	Q9D5V5	CUL5	8065	Q93034	7.6	1
P28288	Abcd3	25270	P16970	Abcd3	19299	P55096	ABCD3	5825	P28288	10.6	1
Q8WWV3	Rtn4ip1	309912	B2GUZ6	Rtn4ip1	170728	Q924D0	RTN4IP1	84816	Q8WWV3	13.1	2
Q8NEU8	Appl2	362860	B4F779	Appl2	216190	Q8K3G9	APPL2	55198	Q8NEU8	7.8	1
Q5JTV8	Tor1aip1	246314	Q5PQX1	Tor1aip1	208263	Q921T2	TOR1AIP1	26092	Q5JTV8	6.7	1
Q5JPH6	Ears2	361641	M0RAI4	Ears2	67417	Q9CXJ1	EARS2	124454	Q5JPH6	16.6	1
Q13442	Pdap1	64527	Q62785	Pdap1	231887	Q3UHX2	PDAP1	11333	Q13442	18.2	1
P51784	Usp11	408217	Q5D006	Usp11	236733	Q99K46	USP11	8237	P51784	5.3	1
P46060	Rangap1	362965	F1MAA5	Rangap1	19387	P46061	RANGAP1	5905	P46060	7	1
P35813	Ppm1a	24666	P20650	Ppm1a	19042	P49443	PPM1A	5494	P35813	10.2	1
P30050	Rpl12	499782	P23358	Rpl12	269261	P35979	RPL12	6136	P30050	18.8	2
O95208	Epn2	60443	Q505I9	Epn2	13855	Q8CHU3	EPN2	22905	O95208	7.5	1
Q9Y463	Dyrk1b	308468	D4ACC4	Dyrk1b	13549	Q9Z188	DYRK1B	9149	Q9Y463	3.7	1
Q9NQW7	Xpnpep1	170751	O54975	Xpnpep1	170750	Q6P1B1	XPNPEP1	7511	Q9NQW7	4.5	1
Q9H6R3	Acss3	314800	A0A0G2K047	Acss3	380660	Q14DH7	ACSS3	79611	Q9H6R3	6.4	1
Q9BQ69	Macrod1	246233	Q8K4G6	Macrod1	107227	Q922B1	MACROD1	28992	Q9BQ69	12.6	1
Q8IUQ0	Clvs1	366311	A6JFQ6	Clvs1	74438	Q9D4C9	CLVS1	157807	Q8IUQ0	7.9	1
Q13011	Ech1	64526	Q62651	Ech1	51798	O35459	ECH1	1891	Q13011	8.2	1
P55735	Sec13	297522	Q5XFW8	Sec13	110379	Q9D1M0	SEC13	6396	P55735	12.7	1
Q9NPB6	Pard6a	307799	F1LPM7	Pard6a	56513	Q9Z101	PARD6A	50855	Q9NPB6	6.9	2
Q9H313	Ttyh1	292597	P0C5X8	Ttyh1	57776	Q9D3A9	TTYH1	57348	Q9H313	5.1	1
Q9BW62	Katnal1	288449	Q5XIK7	Katnal1	231912	Q8K0T4	KATNAL1	84056	Q9BW62	3.9	1
Q8WVC6	Dcakd	360639	Q6AY55	Dcakd	68087	Q8BHC4	DCAKD	79877	Q8WVC6	11.3	1
Q6ZMI0	Ppp1r21	362697	F1LYZ8	Ppp1r21	73825	Q3TDD9	PPP1R21	129285	Q6ZMI0	3.1	1
Q13155	Aimp2	288480	Q32PX2	Aimp2	231872	Q8R010	AIMP2	7965	Q13155	4.7	1
P62306	Snrpf	680737	D4AAT4	Snrpf	69878	P62307	SNRPF	6636	P62306	39.5	1
P53365	Arfip2	293344	Q6AY65	Arfip2	76932	Q8K221	ARFIP2	23647	P53365	8.5	1
P21926	Cd9	24936	P40241	Cd9	12527	P40240	CD9	928	P21926	9.6	1
Q71U36	Tuba1a	64158	P68370	NA	NA	NA	TUBA1A	7846	Q71U36	74.7	127
P60709	Actb	81822	P60711	Actb	11461	P60710	ACTB	60	P60709	71.2	110
P02042	Hbb-b1	361619	Q6PDU6	NA	NA	NA	HBD	3045	P02042	51	10
P11277	Sptb	314251	Q6XDA0	Sptb	20741	Q3UGX2	SPTB	6710	P11277	9.2	12
O75828	Cbr3	304078	B2GV72	Cbr3	109857	Q8K354	CBR3	874	O75828	28.5	8
P22392	Nme2	83782	P19804	Nme2	18103	Q01768	NME2	4831	P22392	40.8	5
P31943	Hnrnph1	140931	Q8VHV7	Hnrnph1	59013	O35737	HNRNPH1	3187	P31943	18.3	5
P54920	Napa	140673	P54921	Napa	108124	Q9DB05	NAPA	8775	P54920	30.2	5
P61026	Rab10	50993	Q5RKJ9	Rab10	19325	P61027	RAB10	10890	P61026	22.5	5
Q15286	Rab35	288700	Q5U316	Rab35	77407	Q6PHN9	RAB35	11021	Q15286	21.9	4
Q9H1K4	Slc25a18	681896	Q505J6	Slc25a18	71803	Q9DB41	SLC25A18	83733	Q9H1K4	32.4	4
Q9P0L2	Mark1	117016	O08678	Mark1	226778	Q8VHJ5	MARK1	4139	Q9P0L2	11.8	4
Q86YQ8	Cpne8	362988	B5DEX3	Cpne8	66871	Q9DC53	CPNE8	144402	Q86YQ8	10.8	3
O00203	Ap3b1	309969	D3ZIF5	Ap3b1	11774	Q9Z1T1	AP3B1	8546	O00203	16.5	4
Q7L576	Cyfip1	308666	D4A8H8	Cyfip1	20430	Q7TMB8	CYFIP1	23191	Q7L576	9.7	3
P04899	Gnai2	81664	NP04897	Gnai2	14678	P08752	GNAI2	2771	P04899	11.8	4
P20339	Rab5a	64633	M0RC99	Rab5a	271457	Q9CQD1	RAB5A	5868	P20339	27.9	3
Q96A23	Cpne4	367160	F1M0Z3	Cpne4	74020	Q8BLR2	CPNE4	131034	Q96A23	13.6	3
O60271	Spag9	360600	E9PSJ4	Spag9	70834	Q58A65	SPAG9	9043	O60271	4.4	2
Q15746	Mylk	288057	D3ZFU9	Mylk	107589	B1B1A8	MYLK	4638	Q15746	6.6	2
O75155	Cand2	192226	Q9R0L4	Cand2	67088	Q6ZQ73	CAND2	23066	O75155	8.2	2
Q5T9A4	NA	NA	NA	NA	NA	NA	ATAD3B	83858	Q5T9A4	13.4	2
Q12792	Twf1	315265	Q5RJR2	Twf1	19230	Q91YR1	TWF1	5756	Q12792	22.3	2
Q9H1P3	Osbpl2	296461	Q5BK47	Osbpl2	228983	Q8BX94	OSBPL2	9885	Q9H1P3	10.2	2
Q96FN4	Cpne2	498972	H1UBM7	Cpne2	234577	P59108	CPNE2	221184	Q96FN4	6.8	2
P46439	Gstm2	24424	P08010	NA	NA	NA	GSTM5	2949	P46439	16.5	2
P14649	Myl6b	100359980	NA	Myl6b	216459	Q8CI43	MYL6B	140465	P14649	21.6	3
Q15599	Slc9a3r2	116501	Q920G2	Slc9a3r2	65962	Q9JHL1	SLC9A3R2	9351	Q15599	10.1	2
P34896	Shmt1	287379	Q6TXG7	Shmt1	20425	P50431	SHMT1	6470	P34896	6.8	2
Q5JR12	Ppm1j	295341	Q641Y6	Ppm1j	71887	Q149T7	PPM1J	333926	Q5JR12	7.1	2
O60506	Syncrip	363113	Q7TP47	Syncrip	56403	Q7TMK9	SYNCRIP	10492	O60506	12.4	2
P61020	Rab5b	288779	A1L1J8	Rab5b	19344	P61021	RAB5B	5869	P61020	11.2	2
O95081	Agfg2	304375	D3ZNK4	Agfg2	231801	Q80WC7	AGFG2	3268	O95081	6.4	2
P33121	Acsl1	25288	P18163	Acsl1	14081	P41216	ACSL1	2180	P33121	17.2	3
P51648	Aldh3a2	65183	P30839	NA	NA	NA	ALDH3A2	224	P51648	8.7	1
P10645	Chga	24258	Q5PPG5	Chga	12652	P26339	CHGA	1113	P10645	17.1	1
Q9BS26	Erp44	298066	Q5VLR5	Erp44	76299	Q9D1Q6	ERP44	23071	Q9BS26	11.8	1
Q9ULJ8	Ppp1r9a	84685	O35867	Ppp1r9a	243725	H3BJD6	PPP1R9A	55607	Q9ULJ8	7.7	1
P49757	Numb	29419	Q3MUI1	Numb	18222	Q9QZS3	NUMB	8650	P49757	3.8	1
P48739	Pitpnb	114561	P53812	Pitpnb	56305	P53811	PITPNB	23760	P48739	7.7	1
Q8NHH9	Atl2	298757	Q562A0	Atl2	56298	Q6PA06	ATL2	64225	Q8NHH9	5.8	1
Q5HYI7	Mtx3	688905	D3ZNK1	Mtx3	382793	D3YTP3	MTX3	345778	Q5HYI7	11.9	1
Q13283	G3bp1	171092	D3ZYS7	G3bp1	27041	P97855	G3BP1	10146	Q13283	7.5	2
P46939	Utrn	25600	G3V7L1	Utrn	22288	E9Q6R7	UTRN	7402	P46939	4.9	1
Q86V48	Luzp1	79428	G3V7L9	Luzp1	269593	Q8R4U7	LUZP1	7798	Q86V48	13.4	1
P42345	Mtor	56718	P42346	Mtor	56717	Q9JLN9	MTOR	2475	P42345	5.5	1
Q8TF61	Fbxo41	312504	NA	Fbxo41	330369	Q6NS60	FBXO41	150726	Q8TF61	14.1	1
Q14160	Scrib	362938	D3ZWS0	Scrib	105782	Q80U72	SCRIB	23513	Q14160	6.9	1
P06756	Itgav	296456	NA	Itgav	16410	P43406	ITGAV	3685	P06756	10.1	1
Q6P1N0	Cc2d1a	288908	Q66HA5	Cc2d1a	212139	Q8K1A6	CC2D1A	54862	Q6P1N0	11.3	1
Q5VWQ8	Dab2ip	192126	Q6P730	Dab2ip	69601	Q3UHC7	DAB2IP	153090	Q5VWQ8	9	1
Q12768	RGD1564420	362919	F1M1B3	E430025E21Rik	223593	Q8C2E7	KIAA0196	9897	Q12768	8.6	1
O00763	Acacb	116719	A0A0G2K1F2	Acacb	100705	E9Q4Z2	ACACB	32	O00763	3.8	1
A3KMH1	Vwa8	290381	NA	Vwa8	219189	Q8CC88	VWA8	23078	A3KMH1	5	1
Q9P253	Vps18	296083	B5DFJ4	Vps18	228545	Q8R307	VPS18	57617	Q9P253	10.3	1
Q9NY47	Cacna2d2	300992	Q8CFG6	Cacna2d2	56808	Q6PHS9	CACNA2D2	9254	Q9NY47	8.3	1
Q9BZ72	Pitpnm2	304474	NA	Pitpnm2	19679	Q6ZPQ6	PITPNM2	57605	Q9BZ72	9.2	1
Q8WZA9	Irgq	292708	A0A0G2K1U9	Irgq	210146	Q8VIM9	IRGQ	126298	Q8WZA9	14.8	1
Q7L3T8	Pars2	313429	Q5M7W7	Pars2	230577	Q8CFI5	PARS2	25973	Q7L3T8	17.7	1
Q5TH69	Arfgef3	292947	D3ZF86	Arfgef3	215821	Q3UGY8	ARFGEF3	57221	Q5TH69	5.2	1
Q16620	Ntrk2	25054	Q63604	Ntrk2	18212	P15209	NTRK2	4915	Q16620	11.4	1
P49815	Tsc2	24855	P49816	Tsc2	22084	Q3TQ10	TSC2	7249	P49815	4.4	1
O75153	Cluh	303300	D3ZKG9	Cluh	74148	Q5SW19	CLUH	23277	O75153	6.7	1
Q9BYB0	Shank3	59312	Q9JLU4	Shank3	58234	Q4ACU6	SHANK3	85358	Q9BYB0	4	1
Q96T76	Mms19	171124	M0R6T4	Mms19	72199	Q9D071	MMS19	64210	Q96T76	5.2	1
P50416	Cpt1a	25757	P32198	Cpt1a	12894	P97742	CPT1A	1374	P50416	6.7	1
P43007	Slc1a4	305540	Q76GL9	Slc1a4	55963	O35874	SLC1A4	6509	P43007	13	2
P19174	Plcg1	25738	P10686	Plcg1	18803	Q62077	PLCG1	5335	P19174	6	1
O95602	Polr1a	83581	O54889	Polr1a	20019	O35134	POLR1A	25885	O95602	4.2	1
O14490	Dlgap1	65040	P97836	Dlgap1	224997	Q9D415	DLGAP1	9229	O14490	8.5	1
Q9UMZ2	Synrg	84479	Q9JKC9	Synrg	217030	Q5SV85	SYNRG	11276	Q9UMZ2	5.3	1
Q96JJ7	Tmx3	682967	NA	Tmx3	67988	Q8BXZ1	TMX3	54495	Q96JJ7	15.4	1
Q96I99	Suclg2	362404	B1H270	Suclg2	20917	Q9Z2I8	SUCLG2	8801	Q96I99	15.5	1
Q8WUX9	Chmp7	364419	D4A7H9	Chmp7	105513	Q8R1T1	CHMP7	91782	Q8WUX9	12.8	1
Q8NEB9	Pik3c3	65052	O88763	Pik3c3	225326	Q6PF93	PIK3C3	5289	Q8NEB9	6.2	1
Q86VP1	Tax1bp1	246244	Q66HA4	Tax1bp1	52440	Q3UKC1	TAX1BP1	8887	Q86VP1	9.9	1
Q15386	Ube3c	362294	NA	Ube3c	100763	Q80U95	UBE3C	9690	Q15386	5.2	1
Q13724	Mogs	78947	O88941	Mogs	57377	Q80UM7	MOGS	7841	Q13724	7.4	1
Q13616	Cul1	362356	B1WBY1	Cul1	26965	Q9WTX6	CUL1	8454	Q13616	7.7	1
Q02108	Gucy1a3	497757	Q5U330	Gucy1a3	60596	Q9ERL9	GUCY1A3	2982	Q02108	9.3	1
P26012	Itgb8	362800	D3ZP06	Itgb8	320910	Q0VBD0	ITGB8	3696	P26012	7.9	1
P20936	Rasa1	25676	P50904	Rasa1	218397	E9PYG6	RASA1	5921	P20936	6	1
P19338	Ncl	25135	Q5U328	Ncl	17975	P09405	NCL	4691	P19338	11	1
O75899	Gabbr2	83633	O88871	Gabbr2	242425	Q80T41	GABBR2	9568	O75899	6.3	1
A7KAX9	Arhgap32	315530	NA	Arhgap32	330914	Q811P8	ARHGAP32	9743	A7KAX9	3.1	1
Q9Y3P9	Rabgap1	311911	D3ZX42	Rabgap1	227800	A2AWA9	RABGAP1	23637	Q9Y3P9	3.5	1
Q9UBW8	Cops7a	312710	G3V8Z9	Cops7a	26894	Q9CZ04	COPS7A	50813	Q9UBW8	23.6	1
Q9H8S9	Mob1a	297387	Q3T1J9	Mob1a	232157	Q921Y0	MOB1A	55233	Q9H8S9	32.9	1
Q9C0H5	Arhgap39	500901	F1LR18	Arhgap39	223666	P59281	ARHGAP39	80728	Q9C0H5	4.8	1
Q9BV79	Mecr	29470	Q9Z311	Mecr	26922	Q9DCS3	MECR	51102	Q9BV79	11.8	1
Q9BSU1	RGD621098	207123	O08654	D230025D16Rik	234678	Q922R1	C16orf70	80262	Q9BSU1	14.2	1
Q96PV0	Syngap1	192117	D3ZCL8	Syngap1	240057	F6SEU4	SYNGAP1	8831	Q96PV0	4.2	1
Q8WY54	Ppm1e	360593	Q80Z30	Ppm1e	320472	Q80TL0	PPM1E	22843	Q8WY54	6	1
Q8N9I9	Dtx3	500847	F1LY78	Dtx3	80904	Q80V91	DTX3	196403	Q8N9I9	11.2	1
Q8N5K1	Cisd2	295457	D4AAE9	Cisd2	67006	Q9CQB5	CISD2	493856	Q8N5K1	31.1	1
Q8IWT6	Lrrc8a	311846	Q4V8I7	Lrrc8a	241296	Q80WG5	LRRC8A	56262	Q8IWT6	5.6	1
Q8IUA7	Abca9	287788	NA	Abca9	217262	Q8K449	ABCA9	10350	Q8IUA7	3	1
Q86UX6	Stk32c	365381	D4A3D9	Stk32c	57740	Q8QZV4	STK32C	282974	Q86UX6	9.7	1
P29323	Ephb2	313633	F1MAJ0	Ephb2	13844	A3KG00	EPHB2	2048	P29323	5.2	1
Q92575	Ubxn4	304766	Q5HZY0	Ubxn4	67812	Q8VCH8	UBXN4	23190	Q92575	6.9	1
Q8WXS5	Cacng8	140729	Q8VHW5	Cacng8	81905	Q8VHW2	CACNG8	59283	Q8WXS5	16.9	1
Q8WVR3	RGD1305455	288545	Q5BK00	BC037034	231807	Q3UTZ3	C7orf43	55262	Q8WVR3	7.8	1
Q8TD55	Plekho2	315764	D3Z9K4	Plekho2	102595	Q8K124	PLEKHO2	80301	Q8TD55	8.6	1
Q8NI37	Pptc7	304488	D4A520	Pptc7	320717	Q6NVE9	PPTC7	160760	Q8NI37	11.5	1
Q8NHW5	NA	NA	NA	NA	NA	NA	RPLP0P6	220717	Q8NHW5	11.7	1
Q8NBF2	Nhlrc2	307986	D3ZLM5	Nhlrc2	66866	Q8BZW8	NHLRC2	374354	Q8NBF2	3	1
Q8N414	Pgbd5	292098	D3ZSZ4	Pgbd5	209966	D3YZI9	PGBD5	79605	Q8N414	9.9	1
Q86X55	Carm1	363026	Q4AE70	Carm1	59035	Q9WVG6	CARM1	10498	Q86X55	6.6	1
Q7RTN6	Strada	303605	Q7TNZ6	Strada	72149	Q3UUJ4	STRADA	92335	Q7RTN6	7.2	1
Q6XQN6	Naprt1	315085	Q6XQN1	Naprt	223646	Q8CC86	NAPRT	93100	Q6XQN6	6.7	1
Q6QNY0	Bloc1s3	680476	D4A3V6	Bloc1s3	232946	Q5U5M8	BLOC1S3	388552	Q6QNY0	18.3	1
Q53ET0	Crtc2	310615	Q3LRZ1	Crtc2	74343	Q3U182	CRTC2	200186	Q53ET0	5.5	1
Q16563	Sypl1	366595	Q66H18	Sypl	19027	O09117	SYPL1	6856	Q16563	11.2	1
Q15785	Tomm34	311621	Q3KRD5	Tomm34	67145	Q9CYG7	TOMM34	10953	Q15785	11.7	1
Q15637	Sf1	117855	F1LSC3	Sf1	22668	D3YZC9	SF1	7536	Q15637	5	1
Q14258	Trim25	494338	Q6P7B3	Trim25	217069	Q61510	TRIM25	7706	Q14258	6.3	1
Q13671	Rin1	207119	P97680	Rin1	225870	Q921Q7	RIN1	9610	Q13671	4.2	1
Q08AM6	Vac14	307842	Q80W92	Vac14	234729	Q80WQ2	VAC14	55697	Q08AM6	4.9	1
P62424	Rpl7a	296596	P62425	Rpl7a	27176	P12970	RPL7A	6130	P62424	14.7	1
P62330	Arf6	79121	P62332	Arf6	11845	P62331	ARF6	382	P62330	16.6	1
P53007	Slc25a1	29743	P32089	Slc25a1	13358	Q8JZU2	SLC25A1	6576	P53007	17	1
P52788	Sms	363469	Q3MIE9	Sms	20603	NA	SMS	6611	P52788	7.7	1
P48163	Me1	24552	NA	Me1	17436	P06801	ME1	4199	P48163	6.6	1
P43378	Ptpn9	266611	Q641Z2	Ptpn9	56294	O35239	PTPN9	5780	P43378	5.2	1
P35237	Serpinb6	291085	Q6P9U0	NA	NA	NA	SERPINB6	5269	P35237	11.4	1
P30531	Slc6a1	79212	P23978	Slc6a1	232333	P31648	SLC6A1	6529	P30531	8.5	1
P28062	Psmb8	24968	P28064	Psmb8	16913	P28063	PSMB8	5696	P28062	13	1
P17152	Tmem11	303196	B0BN86	Tmem11	216821	Q8BK08	TMEM11	8834	P17152	17.2	1
P0CG30	NA	NA	NA	NA	NA	NA	GSTT2B	653689	P0CG30	11.5	1
P05556	Itgb1	24511	P49134	Itgb1	16412	P09055	ITGB1	3688	P05556	5.3	1
P01906	NA	NA	NA	NA	NA	NA	HLA-DQA2	3118	P01906	16.1	1
O00178	Gtpbp1	300077	D2XV59	Gtpbp1	14904	O08582	GTPBP1	9567	O00178	4.5	1
Q9Y4P1	Atg4b	316640	A0A0G2QC33	Atg4b	66615	Q8BGE6	ATG4B	23192	Q9Y4P1	9.2	1
Q9Y2Z9	Coq6	299195	Q68FU7	Coq6	217707	Q8R1S0	COQ6	51004	Q9Y2Z9	4.9	1
Q9Y237	Pin4	684441	M0RCP9	Pin4	69713	Q9CWW6	PIN4	5303	Q9Y237	20.6	1
Q9UQF2	Mapk8ip1	116457	Q9R237	Mapk8ip1	19099	Q9WVI9	MAPK8IP1	9479	Q9UQF2	3.4	1
Q9ULA0	Dnpep	301529	Q4V8H5	Dnpep	13437	Q9Z2W0	DNPEP	23549	Q9ULA0	5.7	1
Q9UKY7	Cdv3	315970	Q5XIM5	Cdv3	321022	Q4VAA2	CDV3	55573	Q9UKY7	24.8	1
Q9UKU7	Acad8	367196	NA	Acad8	66948	Q9D7B6	ACAD8	27034	Q9UKU7	5.5	1
Q9UK76	Hn1	287828	Q6AXU6	Hn1	15374	P97825	HN1	51155	Q9UK76	13	1
Q9UIC8	Lcmt1	361643	Q6P4Z6	Lcmt1	30949	A2RTH5	LCMT1	51451	Q9UIC8	5.4	1
Q9UBP4	Dkk3	171548	B1H219	Dkk3	50781	Q9QUN9	DKK3	27122	Q9UBP4	7.4	1
Q9UBI6	Gng12	114120	G3V6P8	Gng12	14701	Q9DAS9	GNG12	55970	Q9UBI6	45.8	1
Q9P0K9	Frrs1l	366376	NA	Frrs1l	230235	B1AXV0	FRRS1L	23732	Q9P0K9	6.7	1
Q9NWV8	Babam1	290631	Q5XIJ6	Babam1	68251	Q3UI43	BABAM1	29086	Q9NWV8	13.7	1
Q9NVT9	Armc1	294948	B0BN83	Armc1	74252	Q9D7A8	ARMC1	55156	Q9NVT9	20.9	2
Q9NRF8	Ctps2	619580	Q5U2N0	Ctps2	55936	P70303	CTPS2	56474	Q9NRF8	3.9	1
Q9HCG7	Gba2	298399	D4A6U0	Gba2	230101	Q69ZF3	GBA2	57704	Q9HCG7	2.8	1
Q9H6K5	Prr36	501795	D3ZUH5	Prr36	73072	E9PV26	PRR36	80164	Q9H6K5	4.5	1
Q9H1E5	Tmx4	296182	G3V912	Tmx4	52837	Q8C0L0	TMX4	56255	Q9H1E5	6.3	1
Q9H061	Tmem126a	293113	Q5HZA9	Tmem126a	66271	Q9D8Y1	TMEM126A	84233	Q9H061	10.8	1
Q9BXW7	Cecr5	312680	D3ZQB6	Cecr5	214932	Q91WM2	CECR5	27440	Q9BXW7	6.6	1
Q9BXK5	Bcl2l13	312682	D3ZT71	Bcl2l13	94044	P59017	BCL2L13	23786	Q9BXK5	3.9	1
Q9BWH2	Fundc2	361288	D3ZAQ0	Fundc2	67391	Q9D6K8	FUNDC2	65991	Q9BWH2	11.1	1
Q9BUL8	Pdcd10	494345	Q6NX65	Pdcd10	56426	Q8VE70	PDCD10	11235	Q9BUL8	10.9	1
Q9BSJ2	Tubgcp2	309098	B2RYP8	Tubgcp2	74237	Q921G8	TUBGCP2	10844	Q9BSJ2	2.8	1
Q9BSH4	Taco1	360645	B2RYT9	Taco1	70207	Q8K0Z7	TACO1	51204	Q9BSH4	8.8	1
Q99643	Sdhc	289217	Q641Z9	Sdhc	66052	Q9CZB0	SDHC	6391	Q99643	8.9	1
